,Unnamed: 0,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax,Concept,Feature
196,200,external_surface_property,e,se,visual-form_and_surface,9,12,1076.0,106,ND,0.009,0.008,0.0,0.0,8,s,1,0.0,129,4.86,2.5,5,4,1,1228.56,317.12,5,14,13,3,23.1,0.23,0.238,383.3,11,24,1,3,7,1,0,0,0,0,1,1,cigüeña,grande
197,201,external_surface_property,e,se,visual-form_and_surface,6,6,823.0,76,ND,0.013,0.007,0.0,0.0,8,s,1,0.0,40,3.69,6.7,8,7,2,1003.15,266.51,1,13,12,6,50.0,0.443,0.409,23.47,1,7,6,0,4,0,0,0,0,0,2,1,colador,redondo
198,202,external_surface_property,e,se,visual-form_and_surface,6,10,1229.0,121,ND,0.008,0.005,0.0,0.0,8,s,2,0.69,661,6.49,8.45,10,8,3,115.36,0.0,0,17,16,6,37.5,0.36,0.346,190.86,10,22,5,0,2,2,0,2,0,2,3,1,fresa,pequeño
199,203,external_surface_property,e,se,visual-form_and_surface,11,2,1076.0,106,ND,0.009,0.01,0.0,0.0,8,s,47,3.85,767,6.64,3.05,9,8,3,794.81,121.07,0,13,13,7,53.8,0.49,0.459,0.0,0,0,4,0,4,0,0,0,0,0,5,0,submarino,grande
200,204,external_surface_property,e,se,visual-form_and_surface,11,4,844.0,81,ND,0.012,0.013,0.0,0.0,7,s,11,2.4,1887,7.54,2.95,5,3,1,417.54,23.16,3,16,15,4,26.7,0.254,0.249,184.99,11,20,3,0,9,0,0,0,0,1,2,1,espada,largo
201,205,external_surface_property,e,se,visual-form_and_surface,15,2,1229.0,121,ND,0.008,0.012,0.0,0.0,8,t,4,1.39,580,6.36,6.4,4,3,1,2157.01,718.41,15,13,13,3,23.1,0.309,0.294,54.39,4,9,3,0,4,2,0,0,0,1,3,0,chincheta,pequeño
202,206,external_surface_property,e,se,visual-form_and_surface,5,8,844.0,81,ND,0.012,0.006,0.0,0.0,7,t,39,3.66,6317,8.75,7.8,4,3,1,639.81,48.13,10,11,11,7,63.6,0.635,0.633,7.66,1,17,2,0,2,2,0,0,0,1,4,0,cinta,largo
203,207,external_surface_property,e,se,visual-form_and_surface,13,5,1229.0,121,ND,0.008,0.011,0.0,0.0,8,T,1,0.0,41,3.71,3.85,7,5,2,624.55,83.86,0,11,11,6,54.5,0.48,0.501,19.06,2,20,4,0,4,1,0,0,0,0,2,0,dedal,pequeño
204,208,external_surface_property,e,se,visual-form_and_surface,6,21,1076.0,106,ND,0.009,0.006,0.0,0.0,8,t,8,2.08,1324,7.19,3.8,5,5,2,2726.76,56.6,1,24,19,4,21.1,0.224,0.211,231.84,14,13,1,0,8,2,1,0,0,0,7,5,tigre,grande
205,209,external_surface_property,e,se,visual-form_and_surface,7,12,1229.0,121,ND,0.008,0.006,0.0,0.0,8,t,4,1.39,468,6.15,4.65,4,3,1,1109.57,122.8,5,23,19,4,21.1,0.259,0.242,340.97,14,13,0,6,5,2,1,0,0,1,4,4,sapo,pequeño
206,210,external_surface_property,e,se,visual-form_and_surface,20,4,823.0,76,ND,0.013,0.024,30.38,19.99,8,t,7,1.95,1490,7.31,7.75,6,6,3,366.45,13.92,0,13,11,2,18.2,0.188,0.196,176.28,11,31,3,0,2,2,0,0,0,1,3,2,tomate,redondo
207,211,external_surface_property,e,se,visual-form_and_surface,6,6,844.0,81,ND,0.012,0.007,0.0,0.0,7,t,2,0.69,180,5.19,6.15,5,4,1,463.51,52.85,4,8,7,2,28.6,0.316,0.311,0.0,0,0,3,0,3,0,0,0,0,0,1,1,tenacillas,largo
208,212,external_surface_property,e,se,visual-form_and_surface,5,13,1076.0,106,ND,0.009,0.005,0.0,0.0,8,t,4,1.39,285,5.65,2.4,8,5,2,354.3,63.0,0,14,11,2,18.2,0.247,0.264,154.02,5,14,0,2,4,1,0,0,0,1,3,3,tortuga,grande
209,213,external_surface_property,e,se,visual-form_and_surface,13,4,1076.0,106,ND,0.009,0.012,0.0,0.0,8,t,31,3.43,730,6.59,6.0,7,7,2,375.99,104.16,1,13,12,3,25.0,0.218,0.241,25.23,2,6,1,1,5,2,1,0,0,0,2,1,tractor,grande
210,214,external_surface_property,e,se,visual-form_and_surface,6,6,1076.0,106,ND,0.009,0.006,0.0,0.0,8,t,23,3.14,653,6.48,6.15,7,6,2,1206.15,88.24,4,12,12,6,50.0,0.528,0.509,9.92,1,7,6,0,4,0,0,0,0,0,2,0,remolque,grande
211,215,external_surface_property,e,se,visual-form_and_surface,15,5,1229.0,121,ND,0.008,0.012,0.0,0.0,8,t,1,0.0,57,4.04,6.2,8,7,3,284.22,11.25,0,17,15,2,13.3,0.246,0.244,327.94,19,24,4,1,7,1,0,0,0,0,2,2,triciclo,pequeño
212,216,external_surface_property,e,se,visual-form_and_surface,21,2,1076.0,106,ND,0.009,0.02,0.0,0.0,8,t,79,4.37,1867,7.53,7.65,5,4,1,756.54,128.98,4,13,11,2,18.2,0.262,0.25,273.68,14,39,2,0,6,0,0,0,0,1,2,2,camión,grande
213,217,external_surface_property,e,se,visual-form_and_surface,19,2,1076.0,106,ND,0.009,0.018,0.0,0.0,8,t,1,0.0,65,4.17,3.3,4,4,2,106.65,8.24,3,13,12,0,0.0,0.117,0.094,231.83,12,18,3,0,4,1,3,0,0,1,0,1,tuba,grande
214,218,external_surface_property,e,se,visual-form_and_surface,7,8,1076.0,106,ND,0.009,0.007,8.84,8.84,8,t,1,0.0,357,5.88,5.65,4,4,2,205.32,9.52,1,14,13,2,15.4,0.136,0.122,375.97,14,25,4,1,3,0,0,1,1,0,3,1,atún,grande
215,219,external_surface_property,e,se,visual-form_and_surface,11,5,1076.0,106,ND,0.009,0.01,0.0,0.0,8,t,10,2.3,2236,7.71,5.5,6,4,2,906.68,215.65,0,18,15,5,33.3,0.368,0.392,119.02,9,20,3,1,3,0,1,0,0,0,7,3,pavo,grande
216,220,external_surface_property,e,se,visual-form_and_surface,5,8,823.0,76,ND,0.013,0.006,0.0,0.0,8,t,1,0.0,174,5.16,4.75,6,5,2,463.78,180.78,0,9,8,0,0.0,0.09,0.114,158.54,10,36,2,0,1,1,0,1,0,1,2,1,nabo,redondo
218,222,external_surface_property,e,se,visual-form_and_surface,7,4,823.0,76,ND,0.013,0.009,0.0,0.0,8,03:00,4,1.39,226,5.42,2.6,3,2,1,0.0,0.0,0,7,7,3,42.9,0.317,0.307,0.0,0,0,2,0,2,0,0,0,0,0,3,0,urna,redondo
219,223,external_surface_property,e,se,visual-form_and_surface,12,5,1076.0,106,ND,0.009,0.011,0.0,0.0,8,v,32,3.47,4655,8.45,8.0,3,3,1,0.0,0.0,10,15,13,3,23.1,0.271,0.263,305.74,15,33,4,0,8,0,0,0,0,0,1,2,furgoneta,grande
220,224,external_surface_property,e,se,visual-form_and_surface,11,4,844.0,81,ND,0.012,0.013,0.0,0.0,7,v,12,2.48,913,6.82,5.0,4,3,1,1471.34,315.7,15,8,7,4,57.1,0.514,0.473,9.74,1,33,2,0,2,1,0,0,0,0,2,1,vid,largo
221,225,external_surface_property,e,se,visual-form_and_surface,10,8,1076.0,106,ND,0.009,0.009,0.0,0.0,8,v,4,1.39,291,5.67,2.4,7,6,2,468.91,263.34,1,18,15,5,33.3,0.202,0.212,463.18,13,29,0,3,8,0,0,0,0,0,4,3,buitre,grande
222,226,external_surface_property,e,se,visual-form_and_surface,5,10,1229.0,121,ND,0.008,0.004,0.0,0.0,8,w,16,2.77,461,6.13,5.75,6,6,2,414.12,49.52,0,11,9,1,11.1,0.166,0.165,16.21,2,7,3,0,2,1,0,0,0,2,1,2,nuez,pequeño
223,227,external_surface_property,e,se,visual-form_and_surface,17,2,1076.0,106,ND,0.009,0.016,19.51,8.84,8,w,1,0.0,65,4.17,2.15,6,6,2,459.05,49.44,0,14,12,5,41.7,0.323,0.304,82.74,3,14,1,1,7,1,0,0,0,0,2,2,morsa,grande
224,228,external_surface_property,e,se,visual-form_and_surface,9,6,1229.0,121,ND,0.008,0.007,0.0,0.0,8,w,2,0.69,617,6.42,5.2,4,4,1,1299.5,25.72,6,16,14,4,28.6,0.225,0.196,239.08,9,20,0,2,3,2,1,0,0,0,6,2,avispa,pequeño
225,229,external_surface_property,e,se,visual-form_and_surface,27,1,1076.0,106,ND,0.009,0.025,28.04,17.37,8,w,1,0.0,1339,7.2,3.5,5,3,1,2497.16,115.17,3,12,10,3,30.0,0.343,0.36,114.51,5,24,1,3,2,0,0,0,0,0,4,2,ballena,grande
226,230,external_surface_property,e,se,visual-form_and_surface,28,1,823.0,76,ND,0.013,0.034,0.0,0.0,8,w,77,4.34,4313,8.37,8.2,5,3,1,4260.26,456.58,0,10,10,7,70.0,0.616,0.633,0.0,0,0,1,1,5,0,0,0,0,0,3,0,rueda,redondo
227,231,external_surface_property,e,se,visual-form_and_surface,13,4,1229.0,121,ND,0.008,0.011,0.0,0.0,8,w,4,1.39,930,6.84,6.4,7,4,2,421.65,51.59,2,14,14,6,42.9,0.438,0.448,16.56,2,7,6,0,4,0,4,0,0,0,0,0,silbato,pequeño
228,232,external_surface_property,e,se,visual-form_and_surface,19,2,1076.0,106,ND,0.009,0.018,0.0,0.0,8,j,7,1.95,1426,7.26,3.85,5,3,1,773.06,4.92,0,14,13,7,53.8,0.391,0.348,47.47,3,20,5,0,3,0,0,0,0,0,5,1,yate,grande
229,233,external_surface_property,e,se,visual-form_and_surface,12,3,844.0,81,ND,0.012,0.014,0.0,0.0,7,z,1,0.0,1,0.0,5.1,8,6,3,0.0,0.0,0,15,14,4,28.6,0.288,0.271,286.36,8,18,4,0,4,3,0,1,0,0,2,1,calabacín,largo
